subject_id,split
10004553135,train
10004697555,train
10004644118,train
10003438197,train
10004450910,train
10004989339,train
10004558742,train
10004357577,train
10003734538,train
10004502941,train
10003732357,train
10004278453,train
10005043630,train
10003355843,train
10003999632,train
10004319717,train
10004832957,train
10004335710,train
10004733592,train
10004107254,train
10004623884,train
10004826955,train
10004308771,train
10003605077,train
10003543105,train
10004888369,train
10004228497,train
10004080492,train
10004059437,train
10004304121,train
10003964247,train
10004607655,train
10003378829,train
10004809971,train
10004268901,train
10004672597,train
10003623048,train
10003664975,train
10004733478,train
10003999735,train
10004213059,train
10003980946,train
10004468278,train
10004774064,train
10003251754,train
10003342665,train
10003679172,train
10004255151,train
10003898846,train
10004281269,train
10004879677,train
10004670537,train
10005060820,train
10003414868,train
10004601907,train
10004564338,train
10004316760,train
10004118955,train
10004390866,train
10004229201,train
10004354634,train
10004441870,train
10004438763,train
10005089020,train
10004515542,train
10003633633,train
10004001989,train
10004540256,train
10004103261,train
10003252723,train
10003408819,train
10004450433,train
10004953681,train
10004016362,train
10005108856,train
10004062897,train
10003660131,train
10004186994,train
10004432569,train
10003423695,train
10004203966,train
10004336680,train
10003315114,train
10004597352,train
10004157731,train
10005070294,train
10003960638,train
10003559630,train
10003606196,train
10005115694,train
10004268564,train
10004100753,train
10003203484,train
10003538347,train
10004855727,train
10003672791,train
10004091625,train
10005101069,train
10004586984,train
10005013491,train
10003731416,train
10003546727,train
10004765046,train
10003901314,train
10005119333,train
10004855826,train
10005056811,train
10004211717,train
10004186870,train
10004465439,train
10004817885,train
10004305400,train
10004391738,train
10004132025,train
10003241705,train
10003359072,train
10004690696,train
10004274614,train
10003566113,train
10004766176,train
10004623946,train
10004588057,train
10004283572,train
10003930056,train
10004689080,train
10004473465,train
10004559661,train
10004063552,train
10003999005,train
10004164284,train
10004057440,train
10003951775,train
10003311798,train
10003561188,train
10004584335,train
10004832862,train
10004686161,train
10003634472,train
10004334806,train
10004131006,train
10004585373,train
10004812692,train
10005013598,train
10003286751,train
10004574143,train
10003304680,train
10004690994,train
10005056612,train
10004595124,train
10003409994,train
10004644108,train
10004032420,train
10003216855,train
10005061000,train
10004611046,train
10003240091,train
10003966796,train
10005096965,train
10003551488,train
10003224440,train
10003733147,train
10004029362,train
10004441372,train
10004219033,train
10003246216,train
10004818054,train
10003413591,train
10004195366,train
10004897830,train
10004169585,train
10005083086,train
10004112677,train
10004040999,train
10004540743,train
10004306454,train
10003624595,train
10005003203,train
10003529615,train
10004222641,train
10004604599,train
10004491802,train
10005083006,train
10004465059,train
10004112863,train
10004607946,train
10004534772,train
10004284672,train
10004432780,train
10005197233,train
10004752764,train
10004472097,train
10004597425,train
10004324427,train
10005113563,train
10004365075,train
10005103611,train
10004752866,train
10003636350,train
10004295848,train
10003310182,train
10003999956,train
10003588265,train
10004344272,train
10005014819,train
10003971823,train
10003537741,train
10004167705,train
10003210807,train
10004715725,train
10003610726,train
10003425164,train
10004200887,train
10004826996,train
10003377404,train
10004670805,train
10004288598,train
10004654009,train
10003829436,train
10004014466,train
10004782345,train
10003732711,train
10003594921,train
10004099277,train
10005019851,train
10004237263,train
10004194208,train
10004029721,train
10004439055,train
10004502953,train
10004164282,train
10004463024,train
10004551537,train
10004316677,train
10003919557,train
10004646601,train
10004221491,train
10004106588,train
10003208056,train
10003982690,train
10004280965,train
10003936393,train
10004316793,train
10004135099,train
10004599660,train
10004596710,train
10004098481,train
10004547317,train
10003282184,train
10004097267,train
10004154834,train
10004305424,train
10004088467,train
10004297742,train
10004766365,train
10004728822,train
10004871626,train
10004053230,train
10003633054,train
10003478073,train
10003426025,train
10004584061,train
10004989240,train
10004845607,train
10004547248,train
10004983560,train
10004607231,train
10003305007,train
10004122410,train
10003854083,train
10004869597,train
10004179376,train
10004222276,train
10004464093,train
10004767929,train
10003679347,train
10004134211,train
10004268409,train
10003522698,train
10004132059,train
10004105878,train
10004204003,train
10004660873,train
10003960613,train
10004586973,train
10004251010,train
10003420221,train
10004138464,train
10003408515,train
10004542706,train
10004589872,train
10004153383,train
10004219747,train
10003553153,train
10004990467,train
10005027354,train
10004904193,train
10003203290,train
10004975123,train
10003661855,train
10004341101,train
10004193857,train
10005083892,train
10003579367,train
10004095715,train
10005082782,train
10004541365,train
10004827130,train
10004516136,train
10003257395,train
10004828091,train
10003462026,train
10004875063,train
10004892795,train
10003957909,train
10004575808,train
10004643415,train
10003973227,train
10004217173,train
10003901881,train
10003311989,train
10003538029,train
10004866245,train
10004322693,train
10004535071,train
10004283682,train
10004448918,train
10005080289,train
10003964050,train
10004436466,train
10004430506,train
10003905425,train
10003952355,train
10004856091,train
10004256171,train
10004085634,train
10003950275,train
10004278944,train
10005193248,train
10004616516,train
10004100446,train
10004671757,train
10004433284,train
10004491245,train
10003943505,train
10004673109,train
10005055402,train
10004088504,train
10003957260,train
10004875621,train
10004542105,train
10003411180,train
10004559802,train
10004736250,train
10004451018,train
10004693635,train
10004001562,train
10003582374,train
10004239390,train
10004221565,train
10003198188,train
10004324709,train
10004463812,train
10003672895,train
10004711559,train
10004718630,train
10004056330,train
10005028128,train
10004212179,train
10004308073,train
10004119148,train
10005116052,train
10003980331,train
10004115655,train
10004303253,train
10004671852,train
10004355488,train
10004534703,train
10004285490,train
10004893879,train
10004548673,train
10004481955,train
10003226448,train
10003971086,train
10004671153,train
10004083605,train
10004210610,train
10003985420,train
10004343177,train
10003297368,train
10004662934,train
10003969246,train
10004862217,train
10003574320,train
10003222856,train
10004974861,train
10003624651,train
10003952666,train
10003983527,train
10004144863,train
10003584850,train
10003621314,train
10004157907,train
10003241947,train
10004049597,train
10003368155,train
10005082644,train
10003731931,train
10004671786,train
10004093204,train
10003971410,train
10003558585,train
10003223074,train
10004093468,train
10003553161,train
10003529228,train
10004640378,train
10004879391,train
10004333357,train
10004631472,train
10004273530,train
10004891395,train
10003360211,train
10004391827,train
10004988768,train
10005052966,train
10003991588,train
10004560837,train
10004001673,train
10003957151,train
10003249529,train
10004986694,train
10005103057,train
10003467164,train
10004263927,train
10004286834,train
10004516058,train
10003240306,train
10004254834,train
10003469273,train
10004660893,train
10004853434,train
10004640383,train
10004274497,train
10004105921,train
10004263003,train
10004125391,train
10004869432,train
10003696805,train
10004341827,train
10003416117,train
10003971659,train
10005027145,train
10003255794,train
10005005297,train
10004839330,train
10004467885,train
10003328525,train
10003265014,train
10003672706,train
10004855414,train
10004204106,train
10004482712,train
10004341123,train
10004440919,train
10003588532,train
10003979056,train
10003596459,train
10004306976,train
10003899487,train
10003825920,train
10003518674,train
10004264190,train
10003368019,train
10003393308,train
10003704410,train
10003423425,train
10003360299,train
10004390878,train
10003949715,train
10004954991,train
10004392169,train
10003205194,train
10005094669,train
10004686229,train
10004316157,train
10003950409,train
10004465381,train
10004254265,train
10004856901,train
10005023785,train
10003902786,train
10004017979,train
10003664709,train
10004579629,train
10003983508,train
10004720835,train
10004546481,train
10004204179,train
10004623272,train
10004239114,train
10003302256,train
10003360013,train
10004274997,train
10004334318,train
10005045314,train
10003206733,train
10003301838,train
10004540830,train
10004550598,train
10004144415,train
10003949976,train
10004347055,train
10004791912,train
10003416861,train
10004063558,train
10004610931,train
10003639448,train
10005014529,train
10004472904,train
10004732358,train
10005101071,train
10003690015,train
10004956069,train
10004223190,train
10004277479,train
10004287796,train
10004372204,train
10005058870,train
10003308562,train
10004333298,train
10003243732,train
10004299863,train
10005082773,train
10003667426,train
10004279745,valid
10003407751,valid
10004085276,valid
10003636986,valid
10004432313,valid
10005111816,valid
10004302406,valid
10004836525,valid
10003561679,valid
10003308051,valid
10004204706,valid
10004590380,valid
10005087912,valid
10004858971,valid
10004979982,valid
10004167164,valid
10004288123,valid
10004647052,valid
10003273683,valid
10003959120,valid
10004539857,valid
10004736427,valid
10004253794,valid
10004515486,valid
10004284933,valid
10004848632,valid
10003610576,valid
10003945559,valid
10004671706,valid
10003500756,valid
10004182420,valid
10005098691,valid
10004389464,valid
10005070358,valid
10004608996,valid
10004498952,valid
10004457454,valid
10004956498,valid
10005020211,valid
10004137441,valid
10004712647,valid
10004576786,valid
10004981501,valid
10004062777,valid
10003198466,valid
10004040841,valid
10003535714,valid
10005022993,valid
10004083780,valid
10003605138,valid
10004172498,valid
10004731941,valid
10004710786,valid
10003537107,valid
10003638964,valid
10004541503,valid
10003342241,valid
10003211630,valid
10004249561,valid
10004355776,valid
10005199773,valid
10004685854,valid
10005198870,valid
10004599024,valid
10004128560,valid
10003303344,valid
10005090688,valid
10004147330,valid
10004732798,valid
10003560259,valid
10005037908,valid
10003432699,valid
10004133877,valid
10004239010,valid
10004949957,valid
10003571636,valid
10003668383,valid
10003370676,valid
10004595193,valid
10003977097,valid
10004494784,valid
10004084722,valid
10003281854,valid
10003357746,valid
10004351980,valid
10004358692,valid
10005102676,valid
10003269968,valid
10004495176,valid
10004687147,valid
10004155456,valid
10004092231,valid
10004817451,valid
10003989291,valid
10004108381,valid
10004372657,valid
10003356727,valid
10004991402,valid
10003566799,valid
10004088302,valid
10004849260,valid
10004717115,valid
10004579051,valid
10003660885,valid
10004164421,valid
10004284638,valid
10004280562,valid
10004717119,valid
10005087632,valid
10005038357,valid
10004814529,valid
10003605353,valid
10004838052,valid
10004428062,valid
10005018797,valid
10003639026,valid
10004216978,valid
10004755400,valid
10003970580,valid
10004674174,valid
10003238138,valid
10003294569,valid
10004978236,valid
10003277594,valid
10005043789,valid
10004467336,valid
10003299551,valid
10003204503,valid
10003612057,valid
10004761241,valid
10003627160,valid
10004265026,valid
10004295560,valid
10003217390,valid
10003976246,valid
10005044600,valid
10003623444,valid
10003667472,valid
10003408327,valid
10004135068,valid
10004219572,valid
10004746188,valid
10004120973,valid
10004870013,valid
10004355304,valid
10004429041,valid
10004083495,valid
10003958580,valid
10004468509,valid
10003585757,valid
10004441763,valid
10005061028,valid
10004541806,valid
10004868136,valid
10004853268,valid
10003596990,valid
10004102847,valid
10004308192,valid
10004696465,valid
10004230837,valid
10003705216,valid
10003536101,valid
10004260295,valid
10004164544,valid
10004389114,valid
10003414570,valid
10003411310,valid
10004547516,valid
10004235977,valid
10005072703,valid
10003294748,valid
10004607108,test
10004181790,test
10004499482,test
10003312966,test
10003306422,test
10004836956,test
10004278164,test
10004850070,test
10003641833,test
10003277357,test
10003641570,test
10003955693,test
10004597829,test
10004632635,test
10004711651,test
10004001490,test
10004813657,test
10005045416,test
10003214481,test
10004183598,test
10003965046,test
10004304387,test
10003197848,test
10005092861,test
10004235140,test
10004806388,test
10004564536,test
10004954193,test
10005049364,test
10003528939,test
10004894144,test
10004027559,test
10003482433,test
10003582616,test
10004309606,test
10004892999,test
10004343691,test
10004655106,test
10003949260,test
10004335287,test
10004692056,test
10003367812,test
10004766866,test
10004204417,test
10003558112,test
10004546780,test
10004199796,test
10004862605,test
10003697380,test
10004474302,test
10004700241,test
10004482929,test
10004846794,test
10003199986,test
10004761199,test
10003959807,test
10004691345,test
10004295259,test
T2FLAIR_exceptions.log,test
10005107773,test
10005058576,test
10003626365,test
10003219740,test
10004201228,test
10004821680,test
10004547007,test
10004551741,test
10003414402,test
10005159762,test
10003962269,test
10003955576,test
10003611036,test
10003342369,test
10003560092,test
10004892557,test
10005000622,test
10003855100,test
10005048993,test
10004489877,test
10004594010,test
10004672320,test
10004229584,test
10004187305,test
10005196697,test
10004234938,test
10003903615,test
10004776905,test
10004585819,test
10004954700,test
10004103923,test
10004337718,test
10004102525,test
10003417510,test
10004238361,test
10004596687,test
10004338564,test
10005120348,test
10004144623,test
10003380035,test
10004355025,test
10004121018,test
10004248100,test
10004542958,test
10004807866,test
10003968693,test
10005198853,test
10003978973,test
10003452015,test
10004236437,test
10004100334,test
10004467983,test
10004521924,test
10003967631,test
10004498057,test
10004761120,test
10005104013,test
10005100638,test
10003587430,test
10005116503,test
10003523341,test
10004284783,test
10004137566,test
10003327577,test
10003427554,test
10004053665,test
10004483227,test
10004289324,test
10003522664,test
10004542545,test
10003668578,test
10005089320,test
10004780653,test
10003314706,test
10004230937,test
10004441048,test
10004474021,test
10003579281,test
10004545251,test
10003561405,test
10005196562,test
10004430738,test
10004108104,test
10003958109,test
10005111207,test
10004437296,test
10004661270,test
10003960827,test
10003210661,test
10004268317,test
10004737284,test
10004124601,test
10004653503,test
10005195807,test
10004080770,test
10003268961,test
10004982900,test
10004153995,test
10004119286,test
10003565883,test
10003281550,test
10003287901,test
10004661140,test
10003549403,test
10005110655,test
10003590421,test
10003898924,test
10004132157,test
10004185074,test
10004262365,test
10003263352,test
10003622144,test
